ID,duration,wav,spk_id,wrd
M02_1_0006_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0006.wav,M02,GROW
M02_1_0007_wav_arrayMic,1.05,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0007.wav,M02,FEED
M02_1_0010_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0010.wav,M02,FARM
M02_1_0012_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0012.wav,M02,SIP
M02_1_0014_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0014.wav,M02,DAGGER
M02_1_0015_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0015.wav,M02,RAIN
M02_1_0016_wav_arrayMic,1.2,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0016.wav,M02,FAIR
M02_1_0018_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0018.wav,M02,SHIP
M02_1_0019_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0019.wav,M02,PARK
M02_1_0020_wav_arrayMic,8.25,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0020.wav,M02,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE
M02_1_0021_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0021.wav,M02,BUBBLE
M02_1_0023_wav_arrayMic,6.6,/home/zzho680/Speech_Data/TORGO/Dysarthric/M02/Session1/wav_arrayMic/0023.wav,M02,WELL HE IS NEARLY NINETY-THREE YEARS OLD
